method,scenario,preset,seed,sheep_model,dog_controller,obs_mode,n_sheep,n_shepherds,initial_layout,time_limit,success,total_ticks,resolved_config,final_gcm_goal,final_success_rate,final_sheep_in_goal,time_to_goal,shepherd_path,final_min_separation,mean_cohesion,min_cohesion,max_cohesion,auc_cohesion,mean_gcm_goal,min_gcm_goal,max_gcm_goal,auc_gcm_goal,mean_polarization,min_polarization,max_polarization,auc_polarization,mean_fragmentation,min_fragmentation,max_fragmentation,auc_fragmentation,mean_outlier_count,min_outlier_count,max_outlier_count,auc_outlier_count,mean_mean_spread,min_mean_spread,max_mean_spread,auc_mean_spread,mean_extent,min_extent,max_extent,auc_extent,mean_i_dir,min_i_dir,max_i_dir,auc_i_dir,mean_coverage,min_coverage,max_coverage,auc_coverage,control_efficiency,first_success_tick,failure_mode,failure_label,failure_hints
strombom_multi,drive_to_goal,paper,2028,strombom,collect_drive_multi,global,5,3,compact,10000,True,166,"{'world_width': 500.0, 'world_height': 500.0, 'goal_center': [370.0, 250.0], 'goal_radius': 4.743416490252569, 'max_ticks': 10000, 'measurement_radius': 5.0, 'n_sheep': 5, 'r_a': 2.0, 'r_s': 65.0, 'rs_weight': 1.0, 'n_neighbors': -1, 'c': 1.05, 'noise_strength': 0.3, 'sheep_speed': 1.0, 'inertia': 0.5, 'graze_move_prob': 0.05, 'collect_threshold_scale': 1.0, 'shepherd_speed': 1.5, 'shepherd_stop_multiple': 3.0, 'n_shepherds': 3, 'initial_spread': 30.0, 'shepherd_start_offset': 50.0, 'success_fraction': 1.0, 'sheep_model': 'strombom', 'dog_controller': 'collect_drive_multi', 'scenario_id': 'drive_to_goal', 'obs_mode': 'global', 'observation_frequency': 1, 'noise_sigma': 0.0, 'communication': 'none', 'stubborn_fraction': 0.0, 'stubborn_rs_scale': 0.25, 'stubborn_response_scale': 0.25, 'cohesion_scale': 1.0, 'initial_layout': 'compact', 'speed_scale': 1.0, 'failure_mode': 'none', 'failure_tick': -1, 'sensing_scale': 1.0, 'goal_mode': 'static', 'goal_velocity': [0.0, 0.0], 'latency': 0}",2.4237598867946644,1.0,5.0,166.0,508.9313503172049,0.66813801214517,2.4911007555739517,1.4255435214197183,9.616218832477644,2.4911007555739517,64.04075044393896,2.4237598867946644,125.5717958396584,64.04075044393896,0.7696341806298291,0.0,0.9792869002390411,0.7696341806298291,0.9664670658682634,0.4,1.0,0.9664670658682634,0.25748502994011974,0.0,4.0,0.25748502994011974,2.822955346406658,0.1441530201639255,35.01720615091912,2.822955346406658,2.7804384386334307,1.4875833472457147,11.291096969958978,2.7804384386334307,0.030242372098229397,0.0,0.18149852967652835,0.030242372098229397,1.0,1.0,1.0,1.0,0.24197376694540135,166.0,none,No failure (scenario success),[]
strombom_multi,drive_to_goal,paper,2026,strombom,collect_drive_multi,global,5,3,compact,10000,True,170,"{'world_width': 500.0, 'world_height': 500.0, 'goal_center': [370.0, 250.0], 'goal_radius': 4.743416490252569, 'max_ticks': 10000, 'measurement_radius': 5.0, 'n_sheep': 5, 'r_a': 2.0, 'r_s': 65.0, 'rs_weight': 1.0, 'n_neighbors': -1, 'c': 1.05, 'noise_strength': 0.3, 'sheep_speed': 1.0, 'inertia': 0.5, 'graze_move_prob': 0.05, 'collect_threshold_scale': 1.0, 'shepherd_speed': 1.5, 'shepherd_stop_multiple': 3.0, 'n_shepherds': 3, 'initial_spread': 30.0, 'shepherd_start_offset': 50.0, 'success_fraction': 1.0, 'sheep_model': 'strombom', 'dog_controller': 'collect_drive_multi', 'scenario_id': 'drive_to_goal', 'obs_mode': 'global', 'observation_frequency': 1, 'noise_sigma': 0.0, 'communication': 'none', 'stubborn_fraction': 0.0, 'stubborn_rs_scale': 0.25, 'stubborn_response_scale': 0.25, 'cohesion_scale': 1.0, 'initial_layout': 'compact', 'speed_scale': 1.0, 'failure_mode': 'none', 'failure_tick': -1, 'sensing_scale': 1.0, 'goal_mode': 'static', 'goal_velocity': [0.0, 0.0], 'latency': 0}",2.4811625174673986,1.0,5.0,170.0,499.57279787696376,1.4568529578729097,2.203283453301312,1.4858942875640184,7.418264163003316,2.203283453301312,65.23985280684545,2.4811625174673986,124.76164192590659,65.23985280684545,0.7417277576552163,0.0,0.9423154836518792,0.7417277576552163,0.9719298245614034,0.6,1.0,0.9719298245614034,0.16374269005847952,0.0,2.0,0.16374269005847952,1.9909902426445591,0.03450263018808203,29.97789344051098,1.9909902426445591,2.4611636701817123,1.5577660155333855,9.220007409574585,2.4611636701817123,0.029445019207168705,0.0,0.3273321498420896,0.029445019207168705,1.0,1.0,1.0,1.0,0.24477009142230113,170.0,none,No failure (scenario success),[]
strombom_multi,drive_to_goal,paper,2030,strombom,collect_drive_multi,global,5,3,compact,10000,True,164,"{'world_width': 500.0, 'world_height': 500.0, 'goal_center': [370.0, 250.0], 'goal_radius': 4.743416490252569, 'max_ticks': 10000, 'measurement_radius': 5.0, 'n_sheep': 5, 'r_a': 2.0, 'r_s': 65.0, 'rs_weight': 1.0, 'n_neighbors': -1, 'c': 1.05, 'noise_strength': 0.3, 'sheep_speed': 1.0, 'inertia': 0.5, 'graze_move_prob': 0.05, 'collect_threshold_scale': 1.0, 'shepherd_speed': 1.5, 'shepherd_stop_multiple': 3.0, 'n_shepherds': 3, 'initial_spread': 30.0, 'shepherd_start_offset': 50.0, 'success_fraction': 1.0, 'sheep_model': 'strombom', 'dog_controller': 'collect_drive_multi', 'scenario_id': 'drive_to_goal', 'obs_mode': 'global', 'observation_frequency': 1, 'noise_sigma': 0.0, 'communication': 'none', 'stubborn_fraction': 0.0, 'stubborn_rs_scale': 0.25, 'stubborn_response_scale': 0.25, 'cohesion_scale': 1.0, 'initial_layout': 'compact', 'speed_scale': 1.0, 'failure_mode': 'none', 'failure_tick': -1, 'sensing_scale': 1.0, 'goal_mode': 'static', 'goal_velocity': [0.0, 0.0], 'latency': 0}",1.4435922818318545,1.0,5.0,164.0,520.1989665539674,1.5288532317698647,3.368018964021797,1.5081947806813785,16.849493972505904,3.368018964021797,61.65244623556688,1.4435922818318545,116.17705424380152,61.65244623556688,0.7519179499424667,0.0,0.9592325472108889,0.7519179499424667,0.8763636363636363,0.2,1.0,0.8763636363636363,0.6242424242424243,0.0,5.0,0.6242424242424243,7.264899958832095,0.04183178801465557,59.146167411745374,7.264899958832095,3.8062681064580044,1.6754169558298846,18.507609238508987,3.8062681064580044,0.03527600379188495,0.0,0.2944005959072774,0.03527600379188495,0.9787878787878788,0.5,1.0,0.9787878787878788,0.2205568817677895,164.0,none,No failure (scenario success),[]
strombom_multi,drive_to_goal,paper,2026,strombom,collect_drive_multi,global,5,4,compact,10000,True,170,"{'world_width': 500.0, 'world_height': 500.0, 'goal_center': [370.0, 250.0], 'goal_radius': 4.743416490252569, 'max_ticks': 10000, 'measurement_radius': 5.0, 'n_sheep': 5, 'r_a': 2.0, 'r_s': 65.0, 'rs_weight': 1.0, 'n_neighbors': -1, 'c': 1.05, 'noise_strength': 0.3, 'sheep_speed': 1.0, 'inertia': 0.5, 'graze_move_prob': 0.05, 'collect_threshold_scale': 1.0, 'shepherd_speed': 1.5, 'shepherd_stop_multiple': 3.0, 'n_shepherds': 4, 'initial_spread': 30.0, 'shepherd_start_offset': 50.0, 'success_fraction': 1.0, 'sheep_model': 'strombom', 'dog_controller': 'collect_drive_multi', 'scenario_id': 'drive_to_goal', 'obs_mode': 'global', 'observation_frequency': 1, 'noise_sigma': 0.0, 'communication': 'none', 'stubborn_fraction': 0.0, 'stubborn_rs_scale': 0.25, 'stubborn_response_scale': 0.25, 'cohesion_scale': 1.0, 'initial_layout': 'compact', 'speed_scale': 1.0, 'failure_mode': 'none', 'failure_tick': -1, 'sensing_scale': 1.0, 'goal_mode': 'static', 'goal_velocity': [0.0, 0.0], 'latency': 0}",2.4057237993100276,1.0,5.0,170.0,691.327272338398,1.6179929199729626,2.2278172688814495,1.4046397451084431,7.418264163003316,2.2278172688814495,64.02478296953726,2.4057237993100276,124.76164192590659,64.02478296953726,0.7599949167977459,0.0,0.9722766072385303,0.7599949167977459,0.9730994152046784,0.6,1.0,0.9730994152046784,0.16374269005847952,0.0,2.0,0.16374269005847952,2.0401549341544745,0.11372419921262522,29.97789344051098,2.0401549341544745,2.4959906486922656,1.5991634318362833,9.220007409574585,2.4959906486922656,0.035530055392696505,0.0,0.3389152351441699,0.035530055392696505,1.0,1.0,1.0,1.0,0.17698696843353307,170.0,none,No failure (scenario success),[]
strombom_multi,drive_to_goal,paper,2028,strombom,collect_drive_multi,global,5,2,compact,10000,True,170,"{'world_width': 500.0, 'world_height': 500.0, 'goal_center': [370.0, 250.0], 'goal_radius': 4.743416490252569, 'max_ticks': 10000, 'measurement_radius': 5.0, 'n_sheep': 5, 'r_a': 2.0, 'r_s': 65.0, 'rs_weight': 1.0, 'n_neighbors': -1, 'c': 1.05, 'noise_strength': 0.3, 'sheep_speed': 1.0, 'inertia': 0.5, 'graze_move_prob': 0.05, 'collect_threshold_scale': 1.0, 'shepherd_speed': 1.5, 'shepherd_stop_multiple': 3.0, 'n_shepherds': 2, 'initial_spread': 30.0, 'shepherd_start_offset': 50.0, 'success_fraction': 1.0, 'sheep_model': 'strombom', 'dog_controller': 'collect_drive_multi', 'scenario_id': 'drive_to_goal', 'obs_mode': 'global', 'observation_frequency': 1, 'noise_sigma': 0.0, 'communication': 'none', 'stubborn_fraction': 0.0, 'stubborn_rs_scale': 0.25, 'stubborn_response_scale': 0.25, 'cohesion_scale': 1.0, 'initial_layout': 'compact', 'speed_scale': 1.0, 'failure_mode': 'none', 'failure_tick': -1, 'sensing_scale': 1.0, 'goal_mode': 'static', 'goal_velocity': [0.0, 0.0], 'latency': 0}",3.044734972994163,1.0,5.0,170.0,336.6077738926752,1.0116389572674391,2.3887200996856226,1.3936847172260216,9.616218832477644,2.3887200996856226,64.84776104450398,3.044734972994163,125.5717958396584,64.84776104450398,0.7564986305609748,0.0,0.9728445487392803,0.7564986305609748,0.9695906432748539,0.4,1.0,0.9695906432748539,0.24561403508771928,0.0,4.0,0.24561403508771928,2.589767421423414,0.031526965508592505,35.01720615091912,2.589767421423414,2.6577343528221493,1.5304666524901644,11.291096969958978,2.6577343528221493,0.014689783780431013,-2.220446049250313e-16,0.1337076143575484,0.014689783780431013,1.0,1.0,1.0,1.0,0.3640054400696374,170.0,none,No failure (scenario success),[]
strombom_multi,drive_to_goal,paper,2026,strombom,collect_drive_multi,global,5,2,compact,10000,True,174,"{'world_width': 500.0, 'world_height': 500.0, 'goal_center': [370.0, 250.0], 'goal_radius': 4.743416490252569, 'max_ticks': 10000, 'measurement_radius': 5.0, 'n_sheep': 5, 'r_a': 2.0, 'r_s': 65.0, 'rs_weight': 1.0, 'n_neighbors': -1, 'c': 1.05, 'noise_strength': 0.3, 'sheep_speed': 1.0, 'inertia': 0.5, 'graze_move_prob': 0.05, 'collect_threshold_scale': 1.0, 'shepherd_speed': 1.5, 'shepherd_stop_multiple': 3.0, 'n_shepherds': 2, 'initial_spread': 30.0, 'shepherd_start_offset': 50.0, 'success_fraction': 1.0, 'sheep_model': 'strombom', 'dog_controller': 'collect_drive_multi', 'scenario_id': 'drive_to_goal', 'obs_mode': 'global', 'observation_frequency': 1, 'noise_sigma': 0.0, 'communication': 'none', 'stubborn_fraction': 0.0, 'stubborn_rs_scale': 0.25, 'stubborn_response_scale': 0.25, 'cohesion_scale': 1.0, 'initial_layout': 'compact', 'speed_scale': 1.0, 'failure_mode': 'none', 'failure_tick': -1, 'sensing_scale': 1.0, 'goal_mode': 'static', 'goal_velocity': [0.0, 0.0], 'latency': 0}",2.416301736371551,1.0,5.0,174.0,331.2556467695374,0.9156135695661772,2.2303039115007337,1.4157956235927691,7.418264163003316,2.2303039115007337,65.3468680588951,2.416301736371551,124.76164192590659,65.3468680588951,0.7429332606251652,0.0,0.9643997164828316,0.7429332606251652,0.9702857142857143,0.6,1.0,0.9702857142857143,0.14285714285714285,0.0,2.0,0.14285714285714285,1.9265457159128339,0.02740227981394646,29.97789344051098,1.9265457159128339,2.487625516626591,1.5467904271428445,9.220007409574585,2.487625516626591,0.012424508788784174,0.0,0.13206472008528236,0.012424508788784174,1.0,1.0,1.0,1.0,0.36933812716150816,174.0,none,No failure (scenario success),[]
strombom_multi,drive_to_goal,paper,2029,strombom,collect_drive_multi,global,5,3,compact,10000,True,159,"{'world_width': 500.0, 'world_height': 500.0, 'goal_center': [370.0, 250.0], 'goal_radius': 4.743416490252569, 'max_ticks': 10000, 'measurement_radius': 5.0, 'n_sheep': 5, 'r_a': 2.0, 'r_s': 65.0, 'rs_weight': 1.0, 'n_neighbors': -1, 'c': 1.05, 'noise_strength': 0.3, 'sheep_speed': 1.0, 'inertia': 0.5, 'graze_move_prob': 0.05, 'collect_threshold_scale': 1.0, 'shepherd_speed': 1.5, 'shepherd_stop_multiple': 3.0, 'n_shepherds': 3, 'initial_spread': 30.0, 'shepherd_start_offset': 50.0, 'success_fraction': 1.0, 'sheep_model': 'strombom', 'dog_controller': 'collect_drive_multi', 'scenario_id': 'drive_to_goal', 'obs_mode': 'global', 'observation_frequency': 1, 'noise_sigma': 0.0, 'communication': 'none', 'stubborn_fraction': 0.0, 'stubborn_rs_scale': 0.25, 'stubborn_response_scale': 0.25, 'cohesion_scale': 1.0, 'initial_layout': 'compact', 'speed_scale': 1.0, 'failure_mode': 'none', 'failure_tick': -1, 'sensing_scale': 1.0, 'goal_mode': 'static', 'goal_velocity': [0.0, 0.0], 'latency': 0}",1.233520587812801,1.0,5.0,159.0,513.3077724086436,1.813155449123539,2.320902197019399,1.6220267920298799,8.967113777422664,2.320902197019399,62.62045817619729,1.233520587812801,121.69289431596494,62.62045817619729,0.7720489030913019,0.0,0.969188159826927,0.7720489030913019,0.96,0.4,1.0,0.96,0.20625,0.0,3.0,0.20625,1.8627983536804382,0.04319138636846416,22.562447635751568,1.8627983536804382,2.571978267977938,1.7034651768306324,10.147491174324566,2.571978267977938,0.02743754463114794,0.0,0.18745410010977048,0.02743754463114794,1.0,1.0,1.0,1.0,0.23467280295193854,159.0,none,No failure (scenario success),[]
strombom_multi,drive_to_goal,paper,2027,strombom,collect_drive_multi,global,5,4,compact,10000,True,167,"{'world_width': 500.0, 'world_height': 500.0, 'goal_center': [370.0, 250.0], 'goal_radius': 4.743416490252569, 'max_ticks': 10000, 'measurement_radius': 5.0, 'n_sheep': 5, 'r_a': 2.0, 'r_s': 65.0, 'rs_weight': 1.0, 'n_neighbors': -1, 'c': 1.05, 'noise_strength': 0.3, 'sheep_speed': 1.0, 'inertia': 0.5, 'graze_move_prob': 0.05, 'collect_threshold_scale': 1.0, 'shepherd_speed': 1.5, 'shepherd_stop_multiple': 3.0, 'n_shepherds': 4, 'initial_spread': 30.0, 'shepherd_start_offset': 50.0, 'success_fraction': 1.0, 'sheep_model': 'strombom', 'dog_controller': 'collect_drive_multi', 'scenario_id': 'drive_to_goal', 'obs_mode': 'global', 'observation_frequency': 1, 'noise_sigma': 0.0, 'communication': 'none', 'stubborn_fraction': 0.0, 'stubborn_rs_scale': 0.25, 'stubborn_response_scale': 0.25, 'cohesion_scale': 1.0, 'initial_layout': 'compact', 'speed_scale': 1.0, 'failure_mode': 'none', 'failure_tick': -1, 'sensing_scale': 1.0, 'goal_mode': 'static', 'goal_velocity': [0.0, 0.0], 'latency': 0}",2.4268482631489574,1.0,5.0,167.0,692.9181065777965,2.048906400921161,2.1378141181481825,1.4597343310740007,7.796767392544311,2.1378141181481825,61.990682421959505,2.4268482631489574,120.75692527843299,61.990682421959505,0.7583183408037634,0.0,0.9794888002661085,0.7583183408037634,0.9714285714285713,0.4,1.0,0.9714285714285713,0.13095238095238096,0.0,3.0,0.13095238095238096,1.2651892474975353,0.09360813993996274,18.887587573109457,1.2651892474975353,2.330676001511226,1.521726476606417,8.926206884592787,2.330676001511226,0.03602389868781282,0.0,0.658771649502717,0.03602389868781282,1.0,1.0,1.0,1.0,0.17077065224878588,167.0,none,No failure (scenario success),[]
strombom_multi,drive_to_goal,paper,2029,strombom,collect_drive_multi,global,5,2,compact,10000,True,161,"{'world_width': 500.0, 'world_height': 500.0, 'goal_center': [370.0, 250.0], 'goal_radius': 4.743416490252569, 'max_ticks': 10000, 'measurement_radius': 5.0, 'n_sheep': 5, 'r_a': 2.0, 'r_s': 65.0, 'rs_weight': 1.0, 'n_neighbors': -1, 'c': 1.05, 'noise_strength': 0.3, 'sheep_speed': 1.0, 'inertia': 0.5, 'graze_move_prob': 0.05, 'collect_threshold_scale': 1.0, 'shepherd_speed': 1.5, 'shepherd_stop_multiple': 3.0, 'n_shepherds': 2, 'initial_spread': 30.0, 'shepherd_start_offset': 50.0, 'success_fraction': 1.0, 'sheep_model': 'strombom', 'dog_controller': 'collect_drive_multi', 'scenario_id': 'drive_to_goal', 'obs_mode': 'global', 'observation_frequency': 1, 'noise_sigma': 0.0, 'communication': 'none', 'stubborn_fraction': 0.0, 'stubborn_rs_scale': 0.25, 'stubborn_response_scale': 0.25, 'cohesion_scale': 1.0, 'initial_layout': 'compact', 'speed_scale': 1.0, 'failure_mode': 'none', 'failure_tick': -1, 'sensing_scale': 1.0, 'goal_mode': 'static', 'goal_velocity': [0.0, 0.0], 'latency': 0}",2.622095747551447,1.0,5.0,161.0,337.26568888694453,1.2304173654267874,2.368813662060077,1.3649101653043563,8.967113777422664,2.368813662060077,62.90832409130712,2.622095747551447,121.69289431596494,62.90832409130712,0.7636878989406068,0.0,0.9523541043584676,0.7636878989406068,0.9543209876543209,0.4,1.0,0.9543209876543209,0.21604938271604937,0.0,3.0,0.21604938271604937,2.045846371132783,0.12596990213712211,22.699336053097035,2.045846371132783,2.6317421389768545,1.4261703009339872,10.147491174324566,2.6317421389768545,0.009347290545805543,0.0,0.07482749479737072,0.009347290545805543,1.0,1.0,1.0,1.0,0.3530474711536027,161.0,none,No failure (scenario success),[]
strombom_multi,drive_to_goal,paper,2030,strombom,collect_drive_multi,global,5,4,compact,10000,True,169,"{'world_width': 500.0, 'world_height': 500.0, 'goal_center': [370.0, 250.0], 'goal_radius': 4.743416490252569, 'max_ticks': 10000, 'measurement_radius': 5.0, 'n_sheep': 5, 'r_a': 2.0, 'r_s': 65.0, 'rs_weight': 1.0, 'n_neighbors': -1, 'c': 1.05, 'noise_strength': 0.3, 'sheep_speed': 1.0, 'inertia': 0.5, 'graze_move_prob': 0.05, 'collect_threshold_scale': 1.0, 'shepherd_speed': 1.5, 'shepherd_stop_multiple': 3.0, 'n_shepherds': 4, 'initial_spread': 30.0, 'shepherd_start_offset': 50.0, 'success_fraction': 1.0, 'sheep_model': 'strombom', 'dog_controller': 'collect_drive_multi', 'scenario_id': 'drive_to_goal', 'obs_mode': 'global', 'observation_frequency': 1, 'noise_sigma': 0.0, 'communication': 'none', 'stubborn_fraction': 0.0, 'stubborn_rs_scale': 0.25, 'stubborn_response_scale': 0.25, 'cohesion_scale': 1.0, 'initial_layout': 'compact', 'speed_scale': 1.0, 'failure_mode': 'none', 'failure_tick': -1, 'sensing_scale': 1.0, 'goal_mode': 'static', 'goal_velocity': [0.0, 0.0], 'latency': 0}",2.0306876437594377,1.0,5.0,169.0,722.4392451271068,1.2478458804312789,3.421126196792603,1.4150366520440167,16.849493972505904,3.421126196792603,59.57877326829922,2.0306876437594377,116.17705424380152,59.57877326829922,0.7666483628148748,0.0,0.9547601212921227,0.7666483628148748,0.888235294117647,0.2,1.0,0.888235294117647,0.6058823529411764,0.0,5.0,0.6058823529411764,7.095291651028077,0.05391367900752984,58.626152595830476,7.095291651028077,3.832628871353082,1.4638104991265095,18.507609238508987,3.832628871353082,0.035531357908581924,0.0,0.21921825425873664,0.035531357908581924,0.9794117647058823,0.5,1.0,0.9794117647058823,0.1580013369566586,169.0,none,No failure (scenario success),[]
